Time,Country,"Core CPI,not seas.adj,,,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","GDP,current US$,millions,seas. adj.,","Stock Markets, US$,,,","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Export-Import Ratio, seas. adj.","Import-Export Ratio, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,"
2013 [2013],India,..,133.7159573,10.10140528,..,133.9914945,1862935.367,89.85270915,293877,8.2,5.68293E11,5.48971E11,464969.5227,465401.81,18439.39693,0.23969168962049126,-0.23969168962049126,18447.55,58.55305201,58.55305201,..
2013 [2013],Italy,108.0500731,107.9454145,1.192394423,106.2927005,108.1073753,2141730.137,68.9475272,55023.85949,12.14505531,4.3844E11,4.91128E11,781.4920513,779.2024747,520851,-0.24282681508940263,0.24282681508940263,518254,1458.086729,0.753019207,90.56290505
2013 [2013],Japan,97.89358845,99.75034435,0.355101334,97.40313961,99.94824017,5162338.444,118.2051285,1238543.833,4.021602712,1.61434E12,1.73585E12,832508.0489,832223.3063,715518,0.02266221987750016,-0.02266221987750016,714866,97.60915221,97.60915221,91.34296472
2013 [2013],United Kingdom,110.5219718,111.5879208,2.562118911,109.8400845,112.1744584,2788402.949,119.9001806,107272.9588,7.591666667,4.61683E11,4.7127E11,892.1950096,629560,300980.151,-0.10762001098084478,0.10762001098084478,301084,0.639536659,0.639536659,102.70481
2013 [2013],United States,106.2338889,107.1101624,1.465971551,105.9725502,107.5085646,16784900,143.2464306,147628.2562,7.358333333,3.2298E12,3.2396E12,2268437.29,2267986.9,1578516.8,0.04110364017658729,-0.04110364017658729,1578517,1,1,110.5434331
2013Q1 [2013Q1],Brazil,..,..,..,..,..,639050.0648,..,..,..,..,..,59685.18922,55986,59023.59827,0.0010352724871517734,-0.0010352724871517734,50813,..,..,..
2013Q1 [2013Q1],Canada,..,..,..,..,..,465305.0388,..,..,..,..,..,141.1751,111389,117087.6,-0.2513328142794228,0.2513328142794228,117.3025966,..,..,..
2013Q1 [2013Q1],China,..,..,..,..,..,2295978.43,..,..,..,..,..,501355.3218,471110.4296,574403.9313,-0.03181589536971394,0.03181589536971394,508694,..,..,..
2013Q1 [2013Q1],France,..,..,..,..,..,693417.0315,..,..,..,..,..,148.4315,166093,192232.2785,-0.2770105697930207,0.2770105697930207,190536.0193,..,..,..
2013Q1 [2013Q1],Germany,..,..,..,..,..,913853.4676,..,..,..,..,..,293561.3575,291454.3417,360225.8885,-0.07294881878062703,0.07294881878062703,356117,..,..,..
2013Q1 [2013Q1],India,..,..,..,..,..,480251.7381,..,..,..,..,..,127313.6714,126494.46,4364.968028,0.2560088670546344,-0.2560088670546344,4495.7,..,..,..
2013Q1 [2013Q1],Italy,..,..,..,..,..,528868.2494,..,..,..,..,..,181.4454361,184.5030769,129334,-0.24420553646474966,0.24420553646474966,125112,..,..,..
2013Q1 [2013Q1],Japan,..,..,..,..,..,1349062.523,..,..,..,..,..,208657.8063,207075.6118,178341,0.022472499074826048,-0.022472499074826048,176852,..,..,..
2013Q1 [2013Q1],United Kingdom,..,..,..,..,..,677773.095,..,..,..,..,..,228.6389409,166914,74075.4131,-0.10895500972799756,0.10895500972799756,73724,..,..,..
2013Q1 [2013Q1],United States,..,..,..,..,..,4142400,..,..,..,..,..,564144.1718,537342.2,391017.2,0.04179388079374276,-0.04179388079374276,383117.7,..,..,..
2013Q2 [2013Q2],Brazil,..,..,..,..,..,640412.1688,..,..,..,..,..,61426.8972,61509,60709.29174,0.001120536890085401,-0.001120536890085401,63573,..,..,..
2013Q2 [2013Q2],Canada,..,..,..,..,..,460704.3594,..,..,..,..,..,147.8026,110673,117022.1,-0.25368611131054125,0.25368611131054125,121.3340628,..,..,..
2013Q2 [2013Q2],China,..,..,..,..,..,2367294.183,..,..,..,..,..,484804.1862,484209.089,544800.8142,-0.02534396799132422,0.02534396799132422,543846,..,..,..
2013Q2 [2013Q2],France,..,..,..,..,..,692283.7843,..,..,..,..,..,147.9801,164358,188068.8807,-0.2714506750869739,0.2714506750869739,190183.3046,..,..,..
2013Q2 [2013Q2],Germany,..,..,..,..,..,917107.485,..,..,..,..,..,292828.6745,293007.9045,356790.3374,-0.06974282071201283,0.06974282071201283,357045,..,..,..
2013Q2 [2013Q2],India,..,..,..,..,..,473486.9369,..,..,..,..,..,120350.2205,120868.61,4167.037446,0.24537780031413575,-0.24537780031413575,4106.01,..,..,..
2013Q2 [2013Q2],Italy,..,..,..,..,..,526603.1022,..,..,..,..,..,189.9237613,197.1889808,127765,-0.24226039631313817,0.24226039631313817,130642,..,..,..
2013Q2 [2013Q2],Japan,..,..,..,..,..,1271335.537,..,..,..,..,..,206069.4195,199087.2645,178765,0.021476957660155446,-0.021476957660155446,178513,..,..,..
2013Q2 [2013Q2],United Kingdom,..,..,..,..,..,677681.2911,..,..,..,..,..,237.9843412,153752,76243.95241,-0.11215591911269747,0.11215591911269747,77018,..,..,..
2013Q2 [2013Q2],United States,..,..,..,..,..,4159500,..,..,..,..,..,563980.6021,572171.2,392296.5,0.04127517780983292,-0.04127517780983292,396979.7,..,..,..
2013Q3 [2013Q3],Brazil,..,..,..,..,..,588697.8025,..,..,..,..,..,58752.84471,61803,58838.63114,-1.4572235472205643E-4,1.4572235472205643E-4,63068,..,..,..
2013Q3 [2013Q3],Canada,..,..,..,..,..,460248.0252,..,..,..,..,..,149.8176,107644,115932.6,-0.2515660601687249,0.2515660601687249,117.2614005,..,..,..
2013Q3 [2013Q3],China,..,..,..,..,..,2443547.992,..,..,..,..,..,489155.7267,504897.0566,534528.0876,-0.01856822990526309,0.01856822990526309,561721,..,..,..
2013Q3 [2013Q3],France,..,..,..,..,..,702699.591,..,..,..,..,..,133.516,159444,191069.6424,-0.2717179984810892,0.2717179984810892,182894.3657,..,..,..
2013Q3 [2013Q3],Germany,..,..,..,..,..,939518.7003,..,..,..,..,..,294897.5408,293119.0024,359622.0766,-0.06889116286810747,0.06889116286810747,359297,..,..,..
2013Q3 [2013Q3],India,..,..,..,..,..,444083.1292,..,..,..,..,..,109467.1125,109610.71,4984.611687,0.23527689737104293,-0.23527689737104293,5002.81,..,..,..
2013Q3 [2013Q3],Italy,..,..,..,..,..,535755.793,..,..,..,..,..,201.7534303,202.8911345,130268,-0.242771516928236,0.242771516928236,126040,..,..,..
2013Q3 [2013Q3],Japan,..,..,..,..,..,1281322.523,..,..,..,..,..,205096.1344,208919.1744,179766,0.019768742018749334,-0.019768742018749334,179083,..,..,..
2013Q3 [2013Q3],United Kingdom,..,..,..,..,..,697472.4731,..,..,..,..,..,211.8012951,154953,76662.42646,-0.10961095686702307,0.10961095686702307,74995,..,..,..
2013Q3 [2013Q3],United States,..,..,..,..,..,4212200,..,..,..,..,..,569754.3736,582303.3,392614.1,0.04205409847585587,-0.04205409847585587,388242.5,..,..,..
2013Q4 [2013Q4],Brazil,..,..,..,..,..,606364.1109,..,..,..,..,..,59937.56552,60383,63920.85859,-0.006569143850033898,0.006569143850033898,64514,..,..,..
2013Q4 [2013Q4],Canada,..,..,..,..,..,460391.9054,..,..,..,..,..,145.9955,104745,115293.4,-0.2501073610318084,0.2501073610318084,118.7897585,..,..,..
2013Q4 [2013Q4],China,..,..,..,..,..,2519865.764,..,..,..,..,..,488188.5534,508836.4971,556901.0344,-0.02726831007494891,0.02726831007494891,594744,..,..,..
2013Q4 [2013Q4],France,..,..,..,..,..,725222.4815,..,..,..,..,..,132.625,172083,198523.6588,-0.27355885795164775,0.27355885795164775,206307.559,..,..,..
2013Q4 [2013Q4],Germany,..,..,..,..,..,969954.4577,..,..,..,..,..,302681.2123,305080.338,370206.8473,-0.06961732529186974,0.06961732529186974,372788,..,..,..
2013Q4 [2013Q4],India,..,..,..,..,..,465113.5628,..,..,..,..,..,107838.5182,108428.03,4922.779769,0.22127012983978286,-0.22127012983978286,4843.03,..,..,..
2013Q4 [2013Q4],Italy,..,..,..,..,..,550502.9927,..,..,..,..,..,208.3694236,194.6192826,133484,-0.24209792197992536,0.24209792197992536,136460,..,..,..
2013Q4 [2013Q4],Japan,..,..,..,..,..,1260617.861,..,..,..,..,..,212684.6887,217141.2556,178646,0.027001591642528692,-0.027001591642528692,180418,..,..,..
2013Q4 [2013Q4],United Kingdom,..,..,..,..,..,735476.0896,..,..,..,..,..,213.7704325,153941,73998.35907,-0.10032221261962289,0.10032221261962289,75347,..,..,..
2013Q4 [2013Q4],United States,..,..,..,..,..,4270800,..,..,..,..,..,570558.1425,576170.2,402589,0.03932966715837781,-0.03932966715837781,410177.1,..,..,..
2014 [2014],Brazil,129.7921949,130.0494646,6.32395469,129.6432505,130.0285286,2460008.434,58.23241214,363551,6.783786632,5.05665E11,5.57869E11,229431.1689,229127,225662.6897,0.0015318968617812477,-0.0015318968617812477,224974,2.35427277,2.35427277,113.7275678
2014 [2014],Canada,106.660693,108.0814623,1.920466884,106.1923877,108.7387779,1806265.852,118.6221473,74589.05425,6.925,2.47227E11,2.45584E11,592.2433,412527,479404.1,-0.26508382261106933,0.26508382261106933,488.9854437,1.104705617,1.104705617,103.7534115
2014 [2014],China,107.7297593,115.4812281,2.05608469,107.6980568,114.8350047,1.04294287E7,77.9107717,3860886.469,4.079168536,4.43601E12,4.23817E12,1955363.342,1953396.784,2326349.828,-0.03557112251028671,0.03557112251028671,2342293,6.161507718,6.161507718,..
2014 [2014],France,106.4052463,106.2451272,0.472531984,105.7225177,106.8080635,2858070.057,110.6197763,53517.76814,9.9,3.55587E11,3.62705E11,554.2525,655278,771679.9182,-0.26980642542731065,0.26980642542731065,771798.262,4.944272086,0.753696143,109.2044607
2014 [2014],Germany,106.0170682,107.2725638,0.930389918,105.454057,107.7464789,3894162.526,151.4601182,67783.25087,4.987530029,1.04641E12,1.15677E12,1210087.999,1209416.09,1493643.03,-0.07281540744814818,0.07281540744814818,1492619,1.474251137,0.753696143,102.8720247
2014 [2014],India,..,142.3059379,6.424050448,..,142.5880923,2001500.546,107.5534758,320649,9.3,5.94064E11,5.73757E11,462262.8313,462920.27,19668.4677,0.22113127297643018,-0.22113127297643018,19677.18,61.02941366,61.02941366,..
2014 [2014],Italy,108.8084795,108.2172101,0.251789923,107.0568141,108.3785249,2163265.627,82.24002259,51686.00778,12.6408905,4.35644E11,4.85815E11,819.8139405,821.3853796,530523,-0.24486275723526763,0.24486275723526763,529832,1459.439607,0.753696143,89.63217802
2014 [2014],Japan,99.68949312,102.4965565,2.753085354,99.19004676,102.7087647,4861859.416,124.7885666,1232257.316,3.587388208,1.64328E12,1.76593E12,812857.2632,812671.3395,690683,0.025129122984908627,-0.025129122984908627,690822,105.894773,105.894773,85.6967386
2014 [2014],United Kingdom,112.5379478,113.2193043,1.461971385,111.8456287,113.8133625,3067148.824,131.7508222,112963.391,6.2,4.68867E11,4.78646E11,893.820604,583120,291961.4152,-0.09489842563831197,0.09489842563831197,292092,0.607348683,0.607348683,111.9653778
2014 [2014],United States,108.092632,108.8404878,1.615463288,107.827176,109.2525932,17527300,160.1911756,132308.6628,6.158333333,3.32893E12,3.33902E12,2355186.995,2356356.2,1621873.8,0.04183834332726661,-0.04183834332726661,1621873.7,1,1,115.432793
2014Q1 [2014Q1],Brazil,..,..,..,..,..,600923.6464,..,..,..,..,..,58861.31756,55661,57054.29578,0.0030070738451140485,-0.0030070738451140485,49566,..,..,..
2014Q1 [2014Q1],Canada,..,..,..,..,..,444919.5453,..,..,..,..,..,152.0197,100584,116028.9,-0.26044457143789135,0.26044457143789135,117.4363507,..,..,..
2014Q1 [2014Q1],China,..,..,..,..,..,2549780.422,..,..,..,..,..,513750.958,474334.124,548544.0708,-0.013645532964249894,0.013645532964249894,491091,..,..,..
2014Q1 [2014Q1],France,..,..,..,..,..,733527.8222,..,..,..,..,..,137.483,170140,208173.3443,-0.28361004859510014,0.28361004859510014,205680.037,..,..,..
2014Q1 [2014Q1],Germany,..,..,..,..,..,994470.2027,..,..,..,..,..,314395.5076,313349.8197,381852.4186,-0.06783200825610816,0.06783200825610816,378044,..,..,..
2014Q1 [2014Q1],India,..,..,..,..,..,476560.6298,..,..,..,..,..,111899.275,111306.33,4964.881505,0.2243878046322827,-0.2243878046322827,5098.24,..,..,..
2014Q1 [2014Q1],Italy,..,..,..,..,..,557179.62,..,..,..,..,..,212.391664,216.4434183,136037,-0.2437716733716858,0.2437716733716858,132167,..,..,..
2014Q1 [2014Q1],Japan,..,..,..,..,..,1246118.851,..,..,..,..,..,219189.2294,218681.7094,171054,0.03862812071366378,-0.03862812071366378,169771,..,..,..
2014Q1 [2014Q1],United Kingdom,..,..,..,..,..,759936.6615,..,..,..,..,..,224.3625172,143464,73410.8603,-0.09630604955726299,0.09630604955726299,72688,..,..,..
2014Q1 [2014Q1],United States,..,..,..,..,..,4276200,..,..,..,..,..,577903.0698,551394.2,400397.8,0.04151004859454657,-0.04151004859454657,392539.5,..,..,..
2014Q2 [2014Q2],Brazil,..,..,..,..,..,640120.3221,..,..,..,..,..,57710.5824,57373,58118.13208,-6.366766776955037E-4,6.366766776955037E-4,60930,..,..,..
2014Q2 [2014Q2],Canada,..,..,..,..,..,455937.6587,..,..,..,..,..,140.495,103008,122953.4,-0.26936337162885904,0.26936337162885904,126.7627323,..,..,..
2014Q2 [2014Q2],China,..,..,..,..,..,2549228.056,..,..,..,..,..,481134.4168,477957.1114,573366.0344,-0.03618021439192885,0.03618021439192885,570802,..,..,..
2014Q2 [2014Q2],France,..,..,..,..,..,734780.0948,..,..,..,..,..,136.916,169392,201937.9107,-0.27464134661259204,0.27464134661259204,204773.8613,..,..,..
2014Q2 [2014Q2],Germany,..,..,..,..,..,1000022.872,..,..,..,..,..,309339.5495,309554.7406,377766.0433,-0.06842492878502883,0.06842492878502883,379286,..,..,..
2014Q2 [2014Q2],India,..,..,..,..,..,501954.1362,..,..,..,..,..,113339.5957,113206.88,4851.76547,0.2161309617872614,-0.2161309617872614,4769.16,..,..,..
2014Q2 [2014Q2],Italy,..,..,..,..,..,556714.9656,..,..,..,..,..,220.3476737,230.1746527,136214,-0.244278779500265,0.244278779500265,138755,..,..,..
2014Q2 [2014Q2],Japan,..,..,..,..,..,1254425.625,..,..,..,..,..,204887.6633,197664.1909,173731,0.024837393847084385,-0.024837393847084385,172501,..,..,..
2014Q2 [2014Q2],United Kingdom,..,..,..,..,..,781181.6691,..,..,..,..,..,220.7751872,149287,72492.59965,-0.09251602709273046,0.09251602709273046,73614,..,..,..
2014Q2 [2014Q2],United States,..,..,..,..,..,4358200,..,..,..,..,..,591791.7523,600456.7,407306,0.04233072192648342,-0.04233072192648342,410654.5,..,..,..
2014Q3 [2014Q3],Brazil,..,..,..,..,..,640083.991,..,..,..,..,..,58201.99619,61320,59086.55178,-0.0013819367496101047,0.0013819367496101047,63094,..,..,..
2014Q3 [2014Q3],Canada,..,..,..,..,..,462355.1458,..,..,..,..,..,147.571,104156,123990.8,-0.2678530348909983,0.2678530348909983,124.97864,..,..,..
2014Q3 [2014Q3],China,..,..,..,..,..,2640246.223,..,..,..,..,..,488176.8924,505748.2861,604374.148,-0.044010007319684755,0.044010007319684755,634636,..,..,..
2014Q3 [2014Q3],France,..,..,..,..,..,713395.8113,..,..,..,..,..,137.7795,159368,189608.1686,-0.2655894331012874,0.2655894331012874,183010.0896,..,..,..
2014Q3 [2014Q3],Germany,..,..,..,..,..,972743.2458,..,..,..,..,..,300505.4413,299719.2448,375629.6497,-0.07722922644219093,0.07722922644219093,376715,..,..,..
2014Q3 [2014Q3],India,..,..,..,..,..,513396.3828,..,..,..,..,..,120423.0036,120882.54,4918.569269,0.22498100532195645,-0.22498100532195645,4942.35,..,..,..
2014Q3 [2014Q3],Italy,..,..,..,..,..,538981.6522,..,..,..,..,..,204.5004767,204.2113018,132087,-0.24468829130822128,0.24468829130822128,129031,..,..,..
2014Q3 [2014Q3],Japan,..,..,..,..,..,1233029.35,..,..,..,..,..,199889.1089,203397.1498,176768,0.018751466783819858,-0.018751466783819858,175686,..,..,..
2014Q3 [2014Q3],United Kingdom,..,..,..,..,..,782335.4082,..,..,..,..,..,226.5154433,147216,72597.58242,-0.09250644444588238,0.09250644444588238,70678,..,..,..
2014Q3 [2014Q3],United States,..,..,..,..,..,4430400,..,..,..,..,..,594170.7927,606176,409288,0.04173049672715782,-0.04173049672715782,404621,..,..,..
2014Q4 [2014Q4],Brazil,..,..,..,..,..,578880.4746,..,..,..,..,..,54657.2728,54773,51403.71004,0.005620439629179369,-0.005620439629179369,51384,..,..,..
2014Q4 [2014Q4],Canada,..,..,..,..,..,443053.5023,..,..,..,..,..,152.1576,104779,116431,-0.2624487602431035,0.2624487602431035,119.8077207,..,..,..
2014Q4 [2014Q4],China,..,..,..,..,..,2690174.002,..,..,..,..,..,472301.0747,495357.263,600065.5745,-0.047493024505111545,0.047493024505111545,645764,..,..,..
2014Q4 [2014Q4],France,..,..,..,..,..,676366.329,..,..,..,..,..,142.074,156378,171960.4947,-0.2540315999379088,0.2540315999379088,178334.2741,..,..,..
2014Q4 [2014Q4],Germany,..,..,..,..,..,926926.2055,..,..,..,..,..,285847.5009,286792.2846,358394.9185,-0.07826665938403016,0.07826665938403016,358574,..,..,..
2014Q4 [2014Q4],India,..,..,..,..,..,509589.3971,..,..,..,..,..,116600.957,117524.52,4933.251455,0.2191327099435052,-0.2191327099435052,4867.43,..,..,..
2014Q4 [2014Q4],Italy,..,..,..,..,..,510389.3896,..,..,..,..,..,182.5741261,170.5560068,126185,-0.24687508878789594,0.24687508878789594,129879,..,..,..
2014Q4 [2014Q4],Japan,..,..,..,..,..,1128285.59,..,..,..,..,..,188891.2616,192928.2894,169130,0.01751441459072432,-0.01751441459072432,172864,..,..,..
2014Q4 [2014Q4],United Kingdom,..,..,..,..,..,743695.0848,..,..,..,..,..,222.1674564,143153,73460.37279,-0.09847880782121313,0.09847880782121313,75112,..,..,..
2014Q4 [2014Q4],United States,..,..,..,..,..,4462500,..,..,..,..,..,591321.3797,598329.3,404882,0.04177913270588236,-0.04177913270588236,414058.7,..,..,..
2015 [2015],Brazil,140.9667968,141.7891396,9.027084429,140.7962854,141.7699761,1822047.255,39.60443985,356464,8.302700262,4.63771E11,5.11846E11,171879.5733,171459,191201.6544,-0.010604599330218805,0.010604599330218805,190971,3.33169432,3.33169432,83.82477271
2015 [2015],Canada,108.6096177,109.2904433,1.118583128,108.162355,109.9623516,1558123.953,100.6204607,79698.10312,6.9,2.46176E11,2.44412E11,538.3343,437827,410194.5,-0.262916287828867,0.262916287828867,418.3571489,1.278921113,1.278921113,91.61144376
2015 [2015],China,109.4091904,117.2592757,1.539685407,109.3760254,116.6035059,1.094732523E7,126.9712913,3347941.805,4.046961394,4.7084E12,4.49786E12,1657297.532,1659298.574,2284387.805,-0.057282510551666534,0.057282510551666534,2273468,6.285358703,6.285358703,..
2015 [2015],France,107.0672734,106.3115742,0.062541173,106.3803191,106.8481319,2440709.063,103.5728238,58990.48541,10.025,3.60859E11,3.68821E11,558.2767,553120,561189.6883,-0.22970022117707847,0.22970022117707847,561261.5726,5.908790793,0.900747622,94.61831106
2015 [2015],Germany,108.0272587,107.8838547,0.56984832,107.4529823,108.3243048,3360631.85,145.427668,63778.91734,4.628806578,1.05531E12,1.1736E12,1054112.592,1053956.504,1323997.002,-0.08030763917208014,0.08030763917208014,1324175,1.761834092,0.900747622,89.23936151
2015 [2015],India,..,149.2952615,4.911477204,..,149.5848522,2088482.384,113.5944551,350381,8.5,6.09037E11,5.88316E11,393264.6853,393831.44,17164.62126,0.18008294775255332,-0.18008294775255332,17165.62,64.13791287,64.13791287,..
2015 [2015],Italy,109.6491228,108.2638843,0.043130105,107.8838547,108.4237166,1836582.493,74.69086588,50856.94284,11.88252533,4.40095E11,4.94341E11,689.034463,689.4030024,456136,-0.24798611947620258,0.24798611947620258,457168,1744.121424,0.900747622,75.37862876
2015 [2015],Japan,100.6965425,103.3057851,0.78951789,100.1920508,103.5196687,4391505.057,135.2824284,1208212.436,3.371588949,1.62313E12,1.74355E12,648328.4598,648182.3389,625076,0.005294872600211594,-0.005294872600211594,624920,121.0042359,121.0042359,74.57603015
2015 [2015],United Kingdom,113.8443002,113.2669593,0.042090947,113.147771,113.8590009,2931212.415,122.823392,138018.581,5.375,4.73577E11,4.83454E11,863.1014121,608915,285871.9351,-0.0972324053451104,0.0972324053451104,285960,0.654040092,0.654040092,108.0065481
2015 [2015],United States,110.0690185,108.9723341,0.121137233,109.8011177,109.3821964,18224900,167.9898297,119222.4775,5.275,3.29579E12,3.30579E12,2247766.836,2248811.4,1503328.5,0.04084732075347465,-0.04084732075347465,1503328.4,1,1,122.1043032
2015Q1 [2015Q1],Brazil,..,..,..,..,..,519531.4683,..,..,..,..,..,50534.73339,48323,47850.01109,0.005167583609102435,-0.005167583609102435,42747,..,..,..
2015Q1 [2015Q1],Canada,..,..,..,..,..,399852.8379,..,..,..,..,..,139.8103,105608,103337.6,-0.2580894267050543,0.2580894267050543,103.9334163,..,..,..
2015Q1 [2015Q1],China,..,..,..,..,..,2677953.199,..,..,..,..,..,417693.4318,384497.051,595579.5874,-0.06642616296148346,0.06642616296148346,513058,..,..,..
2015Q1 [2015Q1],France,..,..,..,..,..,615693.0483,..,..,..,..,..,142.847,139590,144910.0645,-0.23512888102231963,0.23512888102231963,142437.756,..,..,..
2015Q1 [2015Q1],Germany,..,..,..,..,..,840329.0614,..,..,..,..,..,264114.061,264043.8284,331499.9713,-0.08018990821016486,0.08018990821016486,328896,..,..,..
2015Q1 [2015Q1],India,..,..,..,..,..,515005.7424,..,..,..,..,..,97259.55223,96419.47,4295.599506,0.18051051681632668,-0.18051051681632668,4385.52,..,..,..
2015Q1 [2015Q1],Italy,..,..,..,..,..,461249.3863,..,..,..,..,..,171.7318548,174.4909715,115892,-0.25088438398470775,0.25088438398470775,111377,..,..,..
2015Q1 [2015Q1],Japan,..,..,..,..,..,1110450.17,..,..,..,..,..,171060.4498,170994.9907,161367,0.008729297416380243,-0.008729297416380243,159490,..,..,..
2015Q1 [2015Q1],United Kingdom,..,..,..,..,..,715517.5323,..,..,..,..,..,214.855223,143576,71133.68338,-0.09911543037811318,0.09911543037811318,70264,..,..,..
2015Q1 [2015Q1],United States,..,..,..,..,..,4496100,..,..,..,..,..,567886.8948,542405.3,383706,0.040964590378327885,-0.040964590378327885,372774.9,..,..,..
2015Q2 [2015Q2],Brazil,..,..,..,..,..,483684.8621,..,..,..,..,..,44632.21103,43777,49168.29618,-0.00937818299771842,0.00937818299771842,51528,..,..,..
2015Q2 [2015Q2],Canada,..,..,..,..,..,403645.0165,..,..,..,..,..,134.722,108158,105926.4,-0.2620908810353168,0.2620908810353168,109.7976768,..,..,..
2015Q2 [2015Q2],China,..,..,..,..,..,2756460.948,..,..,..,..,..,417381.1543,413729.5319,557069.6296,-0.050676747443620954,0.050676747443620954,554247,..,..,..
2015Q2 [2015Q2],France,..,..,..,..,..,605625.1254,..,..,..,..,..,134.673,140650,141473.8075,-0.2333772635450834,0.2333772635450834,144077.5161,..,..,..
2015Q2 [2015Q2],Germany,..,..,..,..,..,835478.8887,..,..,..,..,..,261946.8174,262049.5978,330562.7509,-0.0821276688472236,0.0821276688472236,333061,..,..,..
2015Q2 [2015Q2],India,..,..,..,..,..,524571.2057,..,..,..,..,..,100262.9893,99880.5,4318.225308,0.1829013162549955,-0.1829013162549955,4252.15,..,..,..
2015Q2 [2015Q2],Italy,..,..,..,..,..,456093.5747,..,..,..,..,..,169.6076645,177.6451044,115103,-0.25199520166689166,0.25199520166689166,118523,..,..,..
2015Q2 [2015Q2],Japan,..,..,..,..,..,1095088.741,..,..,..,..,..,163658.602,157588.9856,156738,0.006319672315944315,-0.006319672315944315,154872,..,..,..
2015Q2 [2015Q2],United Kingdom,..,..,..,..,..,734733.5446,..,..,..,..,..,213.1392381,149794,73525.96379,-0.09978151275482133,0.09978151275482133,74833,..,..,..
2015Q2 [2015Q2],United States,..,..,..,..,..,4554900,..,..,..,..,..,566235.6988,574017.9,381759.2,0.04050066934510088,-0.04050066934510088,387682.2,..,..,..
2015Q3 [2015Q3],Brazil,..,..,..,..,..,424200.1277,..,..,..,..,..,39454.00742,42131,47138.92921,-0.018116264678342764,0.018116264678342764,50131,..,..,..
2015Q3 [2015Q3],Canada,..,..,..,..,..,381716.0636,..,..,..,..,..,130.784,110765,102894.3,-0.2692145440011815,0.2692145440011815,102.9019801,..,..,..
2015Q3 [2015Q3],China,..,..,..,..,..,2755247.597,..,..,..,..,..,410408.4519,425819.2544,565668.9268,-0.056350824901926236,0.056350824901926236,594245,..,..,..
2015Q3 [2015Q3],France,..,..,..,..,..,614463.78,..,..,..,..,..,143.0317,132716,139122.9035,-0.2261807389200385,0.2261807389200385,134367.9927,..,..,..
2015Q3 [2015Q3],Germany,..,..,..,..,..,847999.5303,..,..,..,..,..,265762.5568,265563.6334,332177.5058,-0.07831955871072722,0.07831955871072722,333479,..,..,..
2015Q3 [2015Q3],India,..,..,..,..,..,523296.2385,..,..,..,..,..,101926.0695,102390.25,4334.785292,0.18649337990225207,-0.18649337990225207,4334.13,..,..,..
2015Q3 [2015Q3],Italy,..,..,..,..,..,462778.933,..,..,..,..,..,173.1902309,173.5848725,112943,-0.24367965291345706,0.24367965291345706,111071,..,..,..
2015Q3 [2015Q3],Japan,..,..,..,..,..,1091480.097,..,..,..,..,..,160526.8589,163074.7847,156230,0.003936726754624452,-0.003936726754624452,155217,..,..,..
2015Q3 [2015Q3],United Kingdom,..,..,..,..,..,746817.6152,..,..,..,..,..,219.9136623,155839,70948.50861,-0.09470665060405502,0.09470665060405502,68726,..,..,..
2015Q3 [2015Q3],United States,..,..,..,..,..,4586200,..,..,..,..,..,564314.731,575197.8,374023.6,0.041492113514456426,-0.041492113514456426,371916.9,..,..,..
2015Q4 [2015Q4],Brazil,..,..,..,..,..,394630.7969,..,..,..,..,..,37258.62144,37228,47044.41792,-0.024797346169816877,0.024797346169816877,46565,..,..,..
2015Q4 [2015Q4],Canada,..,..,..,..,..,372910.035,..,..,..,..,..,133.018,113296,98036.2,-0.2625383411846238,0.2625383411846238,101.7240756,..,..,..
2015Q4 [2015Q4],China,..,..,..,..,..,2757663.487,..,..,..,..,..,411814.4943,435252.7367,566069.6615,-0.055936907431664455,0.055936907431664455,611918,..,..,..
2015Q4 [2015Q4],France,..,..,..,..,..,604927.1089,..,..,..,..,..,137.725,140164,135682.9128,-0.22406862877492048,0.22406862877492048,140378.3078,..,..,..
2015Q4 [2015Q4],Germany,..,..,..,..,..,836824.3694,..,..,..,..,..,262289.1569,262299.4449,329756.774,-0.08062338952721228,0.08062338952721228,328739,..,..,..
2015Q4 [2015Q4],India,..,..,..,..,..,525609.1968,..,..,..,..,..,93816.07424,95141.22,4216.011154,0.17046897891342225,-0.17046897891342225,4193.82,..,..,..
2015Q4 [2015Q4],Italy,..,..,..,..,..,456460.5989,..,..,..,..,..,174.5047129,163.6820539,112198,-0.2454176670605512,0.2454176670605512,116197,..,..,..
2015Q4 [2015Q4],Japan,..,..,..,..,..,1094486.05,..,..,..,..,..,153082.5491,156523.5778,150741,0.0021394051573338955,-0.0021394051573338955,155341,..,..,..
2015Q4 [2015Q4],United Kingdom,..,..,..,..,..,734143.723,..,..,..,..,..,215.1932887,159706,70263.77937,-0.09541535790165709,0.09541535790165709,72137,..,..,..
